English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
GHOST RIDER III/DAN,恶灵骑士III/丹尼尔·凯奇,男,正派,魔法,被复仇之灵扎坦诺斯附体，可召唤地狱火摩托车，使用审判之眼和锁链攻击，拥有超强再生能力。,否,0,午夜之子,强尼·布雷泽,7,孤傲,GHOST RIDER III/DAN,0.0461418550272798,0.0102174093364517,10,0.8274,0.2838
SPIDER-WOMAN/JESSICA,蜘蛛女侠/杰西卡·德鲁,女,正派,变异,拥有蜘蛛感应、超强力量与敏捷、攀爬墙壁、生物电击、飞行能力（通过滑翔翼）等。,否,0,复仇者联盟,尼克·弗瑞,4,双重间谍,SPIDER-WOMAN/JESSICA,0.0456742010911925,0.0021115039030877,0,0.6815,0.4403
HELA [ASGARDIAN],海拉,女,反派,神力,阿斯加德死亡女神，拥有强大的神力，能召唤亡灵军团，操控阿斯加德能量，近乎不朽。,是,1,无,奥丁,9,孤傲,HELA [ASGARDIAN],0.04551831644583,0.001078087647768,6,0.7029,0.1473
"PAGE, KAREN",凯伦·佩吉,女,正派,格斗,无超能力，但具备出色的法律知识、调查能力和格斗技巧，作为夜魔侠的盟友和恋人提供关键支持。,是,0,夜魔侠盟友,马特·默多克（夜魔侠）,3,坚韧独立,"PAGE, KAREN",0.0450506625097427,0.0026747591498206,1,0.8167,0.2249
JOLT/HALLIE TAKAHAMA,电击/哈利·高滨,女,正派,变异,能产生和操控强大的电流与电磁场，用于攻击、防御和飞行。,否,0,雷霆特工队,泽莫男爵,3,团队合作者,JOLT/HALLIE TAKAHAMA,0.0445830085736555,0.0007879543028144,8,0.7832,0.1853
STINGRAY/DR. WALTER,黄貂鱼/沃尔特·纽厄尔博士,男,正派,科技,通过特制潜水服获得水下高速移动、能量冲击波发射、深海压力抵抗和增强力量的能力。,否,0,复仇者联盟,托尼·斯塔克（钢铁侠）,3,团队合作者,STINGRAY/DR. WALTER,0.0442712392829306,0.0005161313558785,0,0.6084,0.4437
"O'BRIEN, MICHAEL",迈克尔·奥布莱恩,男,正派,科技,作为神盾局特工，精通高科技装备使用、战术指挥和情报分析，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,"O'BRIEN, MICHAEL",0.0441153546375682,0.0005114194824049,0,0.6404,0.4558
MS. MARVEL II/SHARON,惊奇女士II/莎伦·卡特,女,正派,科技,经过超级士兵血清强化，拥有超越常人的力量、速度、耐力和反应能力，精通多种格斗技巧和武器使用。,是,3,神盾局,佩吉·卡特,4,忠诚干练,MS. MARVEL II/SHARON,0.0439594699922057,0.0006402249878888,0,0.675,0.3723
JUGGERNAUT/CAIN MARK,红坦克/凯恩·马可,男,反派,神力,通过魔法宝石获得近乎无敌的力量和防御，能持续冲锋无法被阻挡，但精神易受攻击。,否,0,X战警反派,无,8,孤傲,JUGGERNAUT/CAIN MARK,0.0439594699922057,0.0014671945383142,12,0.7275,0.195
BLACK KING/SEBASTIAN,黑王/塞巴斯蒂安·肖,男,反派,变异,能够吸收任何形式的能量（包括动能、热能、辐射等）并转化为自身力量，增强体能或释放攻击。,是,1,地狱火俱乐部,无明确核心导师,8,野心家/操控者,BLACK KING/SEBASTIAN,0.0439594699922057,0.0017884808714119,12,0.7337,0.1277
ELECTRO/MAX DILLON,电光人/麦克斯·狄龙,男,反派,变异,能够吸收和操控电能，身体可转化为电流形态，释放高压电击，飞行能力。,否,2,邪恶六人组,绿魔,7,孤傲,ELECTRO/MAX DILLON,0.0438035853468433,0.00080762028025,1,0.7143,0.2278
VANGUARD/NICOLAI KRY,先锋/尼古拉·克里,男,反派,科技,通过外骨骼装甲获得飞行、能量护盾、能量冲击波等能力，装甲提供超强防御和力量增强。,否,0,苏联超级士兵计划,无明确导师,6,孤傲,VANGUARD/NICOLAI KRY,0.0438035853468433,0.0003072147646875,0,0.578,0.1779
"BRIDGE, GEORGE WASHI",乔治·华盛顿·布里奇,男,正派,科技,神盾局特工，精通战术指挥和格斗，装备高科技武器和装甲，无超能力。,否,0,神盾局,尼克·弗瑞,3,忠诚/战术专家,"BRIDGE, GEORGE WASHI",0.0438035853468433,0.0027741998049921,8,0.8256,0.242
RAGE/ELVIN DARYL HAL,狂怒/埃尔文·达里尔·哈尔,男,正派,变异,通过实验获得超强力量、耐力、速度和再生能力，但情绪激动时能力会失控增强。,否,0,新勇士,夜鸫,5,情绪化/团队合作,RAGE/ELVIN DARYL HAL,0.0436477007014809,0.0011590950303471,3,0.7261,0.3679
DEATH,死亡,非人类,中立,神力,作为宇宙抽象实体，代表死亡概念本身，拥有不朽、操控生死、影响现实、与永恒等实体互动等能力。,否,0,宇宙抽象实体,无,10,神秘莫测,DEATH,0.0436477007014809,0.000468687435368,0,0.6019,0.0536
SHANNA/SHANNA O'HARA,莎娜/莎娜·奥哈拉,女,正派,变异,拥有超人的力量、速度、敏捷性和耐力，能与动物沟通，尤其擅长与大型猫科动物交流。,否,0,X战警,X教授,3,团队核心,SHANNA/SHANNA O'HARA,0.0434918160561184,0.0019436402112888,0,0.6617,0.4301
WARLOCK III,术士三世,非人类,正派,宇宙能量,来自外星的共生体，可变形、飞行、能量投射，能与宿主融合增强能力。,否,0,新勇士,术士,3,团队核心,WARLOCK III,0.0434918160561184,0.0028467107129325,12,0.6666,0.3728
AVALANCHE/DOMINIC PE,雪崩/多米尼克·佩特罗斯,男,反派,变异,能够制造和控制地震波，通过地面传导引发震动、裂缝和雪崩效果。,否,0,变种人兄弟会,万磁王,6,激进追随者,AVALANCHE/DOMINIC PE,0.0431800467653936,0.0007444558125244,12,0.7194,0.1588
"WATSON, ANNA",安娜·沃森,女,正派,格斗,无超能力，但具备优秀的格斗技巧和情报分析能力，是神盾局资深特工。,否,0,神盾局,尼克·弗瑞,2,沉稳可靠,"WATSON, ANNA",0.0431800467653936,0.0015375963053195,1,0.8217,0.1625
HELLSTORM/DAIMON HEL,地狱风暴/戴蒙·赫尔,男,中立,魔法,地狱领主之子，能操控地狱火焰、进行灵魂攻击、召唤恶魔，并拥有强大的魔法抗性和格斗技巧。,否,0,午夜之子,撒旦尼什,7,孤傲,HELLSTORM/DAIMON HEL,0.0431800467653936,0.004187064020328,0,0.6744,0.0361
ABSORBING MAN/CARL C,吸收人/卡尔·克里尔,男,反派,魔法,通过接触吸收任何物质的物理特性，使身体变成该物质并获得相应强度与能力。,是,约2部,无固定核心阵营，常为雇佣反派或独立行动,洛基,7,暴躁易怒/雇佣兵心态,ABSORBING MAN/CARL C,0.0428682774746687,0.0005839032015463,6,0.713,0.2145
CLOAK/TYRONE JOHNSON,斗篷/泰隆·约翰逊,男,正派,变异,拥有暗影维度入口，可传送他人、吸收能量与生命，并利用暗影进行隐形与攻击。,否,0,新勇士,无,6,孤傲/依赖搭档,CLOAK/TYRONE JOHNSON,0.0427123928293063,0.002094006104527,1,0.728,0.3832
SABRETOOTH/VICTOR CR,剑齿虎/维克多·克里德,男,反派,变异,拥有超强自愈能力、动物般敏锐感官、利爪和尖牙，以及远超常人的力量、速度和耐力。,否,0,X战警相关反派/兄弟会,无明确核心导师,8,狂暴/孤傲/复仇者,SABRETOOTH/VICTOR CR,0.0425565081839438,0.0008448729565627,12,0.7466,0.1685
REDWING,红翼,非人类,正派,科技,由猎鹰操控的无人机，具备侦察、追踪、攻击功能，可远程控制，是猎鹰的重要辅助装备。,是,约3部,复仇者联盟,猎鹰,2,辅助工具,REDWING,0.0417770849571317,0.0004616433165269,0,0.6503,0.3993
GHOST RIDER II/JOHNN,恶灵骑士II/约翰尼·布雷泽,男,正派,魔法,被复仇之灵扎坦诺斯附身，拥有地狱火摩托车、锁链、审判之眼等超自然能力，可惩罚罪人。,是,2,午夜之子,卡特·斯莱德,7,孤傲,GHOST RIDER II/JOHNN,0.042244738893219,0.0043711339392057,10,0.7922,0.2915
KLAW/ULYSSES KLAW,克劳/尤利西斯·克劳,男,反派,科技,通过声波转换技术，能将身体转化为声波形态，操控声波进行攻击、防御和移动，并拥有声波武器。,是,2,无固定阵营，常作为独立反派或与瓦坎达敌对势力合作,无,7,贪婪/孤傲/技术狂人,KLAW/ULYSSES KLAW,0.0417770849571317,0.0006164194087057,8,0.6934,0.2575
"GRANT, GLORIA GLORY",格洛丽亚·格洛丽·格兰特,女,反派,变异,拥有超强力量和速度，能发射能量冲击波，身体可部分金属化增强防御。,否,0,邪恶大师,泽莫男爵,6,孤傲,"GRANT, GLORIA GLORY",0.0414653156664068,0.0007603702399914,1,0.822,0.1165
MAGIK/ILLYANA RASPUT,秘客/伊利亚娜·拉斯普廷,女,正派,魔法,掌握黑魔法，能召唤恶魔、开启传送门、使用灵魂之剑，并能操控地狱边境的维度力量。,否,0,X战警,查尔斯·泽维尔,7,孤傲,MAGIK/ILLYANA RASPUT,0.0413094310210444,0.0005796863368343,12,0.6545,0.3925
"KINCAID, DR. JANE FO",金凯德博士/简·福,女,正派,科技,天才级科学家，擅长生物科技与基因工程，无直接超能力但通过科技手段创造超人类或应对超自然威胁。,否,0,神盾局(S.H.I.E.L.D.),尼克·弗瑞,3,理性冷静/团队支持者,"KINCAID, DR. JANE FO",0.0409976617303195,0.0006875279892034,6,0.7636,0.251
GARGOYLE II/ISAAC CH,石像鬼二世/艾萨克·陈,男,反派,变异,通过基因改造获得超强力量、飞行能力及石化皮肤，能发射能量光束。,否,0,邪恶大师,贾斯汀·汉默,6,孤傲,GARGOYLE II/ISAAC CH,0.0409976617303195,0.0013686768096514,0,0.6055,0.1597
GEE/ALEX POWER,吉/亚历克斯·鲍尔,男,正派,宇宙能量,能够操控宇宙能量，包括飞行、能量投射、能量护盾和物质重组，能力随年龄增长而增强。,否,0,新勇士,理查德·鲍尔,4,团队核心,GEE/ALEX POWER,0.0408417770849571,0.0013141480193023,3,0.7718,0.2786
APOCALYPSE/EN SABAH,天启/恩·沙巴·努尔,非人类,反派,变异/宇宙能量,拥有超强自愈、分子操控、能量吸收、科技融合、不朽生命及通过科技强化变种人的能力。,否,1,天启四骑士,无,10,孤傲/独裁者,APOCALYPSE/EN SABAH,0.0406858924395947,0.0007677677061039,12,0.6921,0.1686
GREEN GOBLIN/NORMAN,绿魔/诺曼·奥斯本,男,反派,科技,通过服用“绿魔血清”获得超人类力量、速度、耐力和敏捷性，并驾驶高科技滑翔翼和投掷南瓜炸弹。,是,3,无核心阵营（主要作为蜘蛛侠的宿敌）,无,8,双重人格/疯狂偏执,GREEN GOBLIN/NORMAN,0.0408417770849571,0.0014504835026223,1,0.8029,0.1145
"DE LA FONTAINE, CONT",孔特·德拉方丹,男,反派,格斗,精通多种格斗技巧，擅长使用冷兵器，无超能力但战斗力极强。,否,0,九头蛇,红骷髅,4,忠诚执行者,"DE LA FONTAINE, CONT",0.0405300077942322,0.0015509824060203,5,0.7299,0.1346
"HOGAN, VIRGINIA PEPP",霍根，弗吉尼亚·佩普,女,正派,格斗,无超能力，但具备出色的格斗技巧和军事训练，作为神盾局特工执行任务。,否,0,神盾局,尼克·弗瑞,3,忠诚可靠,"HOGAN, VIRGINIA PEPP",0.0405300077942322,0.0008696300139912,0,0.8052,0.2231
LYJA LAZERFIST [SKRU,莱贾·激光拳[斯克鲁],女,反派,变异,斯克鲁人，拥有变形能力，可完美模仿他人外貌和记忆，并具备超人的力量、速度和耐力。,否,0,斯克鲁帝国,无明确核心导师,6,双重间谍,LYJA LAZERFIST [SKRU,0.0400623538581449,0.0004233765887486,5,0.6556,0.1673
"CARTER, SHARON",莎伦·卡特,女,正派,格斗,神盾局特工，精通格斗、枪械和战术，无超能力，但训练有素。,是,3,神盾局,佩吉·卡特,3,双重间谍,"CARTER, SHARON",0.0399064692127825,0.0011741042699562,8,0.7941,0.2266
X-MAN/NATHAN GREY,X人/内森·格雷,男,正派,变异,拥有强大的心灵感应、念动力、能量操控、预知未来、跨维度感知及现实扭曲等欧米伽级变种人能力。,否,0,X战警,镭射眼,9,孤傲,X-MAN/NATHAN GREY,0.0402182385035074,0.0045760411625855,12,0.751,0.345
HEIMDALL [ASGARDIAN],海姆达尔,男,正派,神力,拥有超强感官，能看穿九界万物，守护彩虹桥，具备强大的战斗能力和阿斯加德神力。,是,4,阿斯加德,奥丁,3,忠诚守护者,HEIMDALL [ASGARDIAN],0.0400623538581449,0.0007048324185975,6,0.7405,0.249
MACHINE MAN/X-51,机器侠/X-51,非人类,正派,科技,拥有超强力量、飞行能力、能量发射、身体变形、超强计算与学习能力，以及近乎不死的机械身体。,否,0,复仇者联盟,亚伯拉罕·扎尔科夫,4,孤傲,MACHINE MAN/X-51,0.0400623538581449,0.0010384514758718,0,0.5672,0.4708
RED SKULL/JOHANN SCH,红骷髅/约翰·施密特,男,反派,科技,通过超级士兵血清获得增强的体能、智力和寿命，精通战略、格斗和武器使用，拥有宇宙魔方（空间宝石）的部分知识。,是,3,九头蛇,阿道夫·希特勒（历史关联）,8,孤傲/极端领袖,RED SKULL/JOHANN SCH,0.0395946999220576,0.0013292090612871,8,0.7611,0.1417
IKARIS/IKE HARRIS [E,伊卡里斯/艾克·哈里斯,男,正派,神力,作为永恒族成员，拥有飞行、超强力量、能量投射、不朽寿命等天神赋予的神力。,是,1,永恒族,阿贾克,7,孤傲,IKARIS/IKE HARRIS [E,0.0394388152766952,0.0008881542300888,0,0.632,0.419
CONSTRICTOR/FRANK PA,绞杀者/弗兰克·佩恩,男,反派,科技,使用高科技伸缩金属鞭作为武器，鞭子可延伸、缠绕、导电，增强其格斗能力。,否,0,雷霆特工队,无,5,雇佣兵/机会主义,CONSTRICTOR/FRANK PA,0.0392829306313328,0.0014185223485102,8,0.7252,0.2024
TITANIA II/MARY SKEE,女泰坦/玛丽·斯基,女,反派,变异,拥有超人的力量、耐力、速度和飞行能力，通过实验获得强化，是泰坦尼亚的克隆体。,否,0,邪恶大师,无,4,孤傲,TITANIA II/MARY SKEE,0.0394388152766952,0.0002743499955785,6,0.6913,0.2372
NIGHTHAWK II/KYLE RI,夜鹰二世/凯尔·里,男,正派,科技,使用高科技装备，包括飞行翼、夜视镜、格斗武器，具备出色的侦探和格斗技能。,否,0,捍卫者联盟,夜鹰一世,4,孤傲,NIGHTHAWK II/KYLE RI,0.0392829306313328,0.0005947997897783,0,0.6826,0.3294
"JAMESON, MARLA MADIS",玛拉·麦迪斯·詹姆森,女,反派,变异,拥有超人的力量、速度、耐力，能飞行，可从眼部发射能量光束，并具备快速自愈能力。,否,0,无固定核心阵营,无,7,孤傲,"JAMESON, MARLA MADIS",0.0391270459859703,0.0009675524314317,1,0.8035,0.1315
"SUMMERS, MADELYNE MA",玛德琳·普赖尔·萨默斯,女,反派,魔法,拥有强大的魔法能力，包括能量投射、飞行、心灵感应和创造幻象，是戈布林女王的化身。,否,0,地狱火俱乐部,无,8,孤傲,"SUMMERS, MADELYNE MA",0.0391270459859703,0.0010008564014817,12,0.6971,0.1394
WILD CHILD/KYLE GIBN,野孩子/凯尔·吉布尼,男,反派,变异,拥有狼人般的超强感官、再生能力、利爪和獠牙，以及野兽般的敏捷与力量。,否,0,X武器计划,威廉·史崔克,5,狂暴/服从,WILD CHILD/KYLE GIBN,0.0388152766952455,0.0011779433670937,7,0.6348,0.0964
DAGGER/TANDY BOWEN,匕首/坦迪·鲍文,女,正派,魔法,能够从体内投射出纯净的光能匕首，可治愈他人、净化黑暗能量，并能与搭档斗篷的能量形成协同效应。,否,0,斗篷与匕首,无明确核心导师,3,团队核心,DAGGER/TANDY BOWEN,0.0389711613406079,0.0037280744640362,1,0.7237,0.392
SILHOUETTE,剪影,女,正派,科技,通过特殊服装获得隐形能力，精通潜行、侦察和格斗技巧，擅长情报收集和秘密行动。,否,0,神盾局,尼克·弗瑞,3,低调隐秘,SILHOUETTE,0.038659392049883,0.0016545774485537,3,0.6512,0.3548
CAPTAIN MARVEL/CAPTA,惊奇队长/卡罗尔·丹弗斯,女,正派,宇宙能量,拥有宇宙能量吸收与释放能力，可飞行、超强力量、能量冲击波发射，并能承受极端环境。,是,2,复仇者联盟,玛·维尔,8,团队核心,CAPTAIN MARVEL/CAPTA,0.0383476227591582,0.0007454714090654,0,0.6553,0.3618
CLEA,克莉,女,正派,魔法,精通白魔法、维度旅行、能量操控，是强大的魔法师，能召唤能量实体和进行跨维度传送。,否,0,至尊法师/奇异博士盟友,奇异博士,4,忠诚/坚韧/双重身份,CLEA,0.0383476227591582,0.0026694160158205,0,0.7689,0.3049
SNOWBIRD/NARYA/ANNE,雪鸟/娜莉亚/安妮,女,正派,神力,拥有因纽特神话中神灵赋予的变形能力，可变为多种加拿大本土动物形态，并具备相应的超自然力量。,否,0,阿尔法战队,无明确核心导师,3,孤傲,SNOWBIRD/NARYA/ANNE,0.0380358534684333,0.000355773309038,0,0.551,0.5041
WIZARD/BENTLEY WITTM,巫师/本特利·威特姆,男,反派,科技,天才发明家，擅长制造高科技武器和装备，特别是能操控重力的装置，是险恶六人组的创始成员。,否,0,险恶六人组,无,6,孤傲,WIZARD/BENTLEY WITTM,0.0380358534684333,0.0001989331136264,1,0.6334,0.2664
TURBO II (A)/MICHIKO,涡轮二代/美智子,女,正派,科技,穿戴高科技涡轮装甲，赋予超高速移动、飞行、能量冲击和增强力量与耐力。,否,0,复仇者联盟,钢铁侠,3,团队核心,TURBO II (A)/MICHIKO,0.0380358534684333,0.0008092376332196,3,0.7649,0.2705
"OSBORN, HARRY",哈利·奥斯本,男,反派,科技,使用绿魔装备（飞行滑板、南瓜炸弹、强化药剂）获得超强体能、飞行能力和战斗技巧。,否,0,无固定阵营,诺曼·奥斯本,6,双重身份,"OSBORN, HARRY",0.0378799688230709,0.0011892146442798,1,0.7495,0.1358
ZABU,扎布,非人类,中立,变异,拥有远超普通剑齿虎的体型、力量、速度、敏捷性和感官，以及锋利的爪牙，是史前顶级掠食者。,否,0,野蛮之地,凯拉（Ka-Zar的妻子）,6,忠诚伙伴,ZABU,0.0377240841777085,0.0008830662397358,12,0.7098,0.0289
MARROW/SARAH,骨髓/莎拉,女,正派,变异,变种人，能控制自身骨骼生长，将其作为武器或防御工具，并具备快速愈合能力。,否,0,X战警,X教授,4,孤傲,MARROW/SARAH,0.0377240841777085,0.0007338700191596,12,0.6989,0.376
"ROM, SPACEKNIGHT",太空骑士ROM,非人类,正派,科技,来自赛博特朗星球的改造人，配备能量转换器、分析仪、中性化枪等高科技武器，能飞行并免疫多种攻击。,否,0,太空骑士,无,3,孤傲,"ROM, SPACEKNIGHT",0.037568199532346,0.0033979963036181,0,0.6562,0.4149
BETA RAY BILL,贝塔·雷·比尔,非人类,正派,神力,拥有雷神之力，能挥舞雷神之锤风暴锤，具备超强力量、耐力、飞行能力和能量操控。,否,0,银河护卫队/阿斯加德,奥丁,7,孤傲,BETA RAY BILL,0.0371005455962587,0.0013126620793191,6,0.7002,0.3193
SUPREME INTELLIGENCE,至高智慧,非人类,反派,科技,由克里帝国最杰出大脑组成的超级人工智能，拥有无限知识和计算能力，能控制克里帝国军事、科技和政治系统。,是,2,克里帝国,无,9,绝对权威,SUPREME INTELLIGENCE,0.0371005455962587,0.0004129771932319,0,0.6466,0.1261
TOAD/MORTIMER TOYNBE,蛤蟆/莫蒂默·托因比,男,反派,变异,拥有超强弹跳力、粘性长舌、分泌毒液、攀爬墙壁能力，身体柔韧性强。,否,0,变种人兄弟会,万磁王,4,追随者,TOAD/MORTIMER TOYNBE,0.0371005455962587,0.0006688574596725,12,0.6951,0.1597
DIAMONDBACK II/RACHE,钻石背二代/瑞秋,女,反派,科技,使用高科技武器，如可发射钻石形飞镖的护腕、能量护盾和增强体能的外骨骼装甲。,否,0,九头蛇,无,5,双重间谍,DIAMONDBACK II/RACHE,0.0367887763055339,0.0004181078931687,8,0.7472,0.1737
BEYONDER,超越者,非人类,中立,宇宙能量,拥有近乎无限的全能宇宙力量，能随意创造、修改现实，是多元宇宙的观察者和实验者。,否,0,无固定阵营,无,10,孤傲,BEYONDER,0.0367887763055339,0.0003458464365971,1,0.6439,0.0551
COBRA/KLAUS VORHEES,眼镜蛇/克劳斯·沃赫斯,男,反派,变异,拥有蛇类特征，包括超强柔韧性、毒液分泌、红外线视觉和快速再生能力。,否,0,九头蛇,红骷髅,6,孤傲,COBRA/KLAUS VORHEES,0.036477007014809,0.0004322146801355,8,0.6971,0.2179
BOOMERANG/FRED MYERS,回旋镖/弗雷德·迈尔斯,男,反派,科技,使用高科技回旋镖作为武器，精通投掷技巧，无超能力但装备精良。,否,0,邪恶六人组,无,4,自负狡猾,BOOMERANG/FRED MYERS,0.0366328916601714,0.0004540073756865,1,0.7294,0.217
HUSK/PAIGE GUTHRIE,外壳/佩奇·格思里,女,正派,变异,能够蜕去外层皮肤，蜕皮后获得不同超能力，如飞行、增强力量或能量投射等，每次蜕皮能力随机变化。,否,0,X战警,镭射眼,4,团队合作者,HUSK/PAIGE GUTHRIE,0.0366328916601714,0.0018922958023976,12,0.7632,0.2894
THENA,西娜,女,正派,神力,拥有永恒族的超级力量、速度、耐力、自愈能力，并能操控宇宙能量进行攻击和防御。,是,1,永恒族,阿贾克,4,团队核心,THENA,0.0363211223694466,0.0007710834005024,0,0.7412,0.2661
"WING, COLLEEN",科琳·温,女,正派,格斗,精通多种武术，尤其擅长日本剑道和合气道，无超能力但格斗技巧顶尖。,是,1,捍卫者联盟,铁拳,3,坚韧独立,"WING, COLLEEN",0.036477007014809,0.0008313597726328,2,0.788,0.2906
CITIZEN V III/DALLAS,公民V三世/达拉斯,男,正派,格斗,精通格斗术、战术策略和武器使用，无超能力，依靠训练和装备执行任务。,否,0,雷霆特工队,赫尔穆特·泽莫男爵,4,团队核心,CITIZEN V III/DALLAS,0.036477007014809,0.0005813342036362,8,0.7408,0.2094
DAYTRIPPER/AMANDA SE,日行者/阿曼达·塞,女,正派,魔法,能够通过魔法感知并穿越多元宇宙，在时间与空间中短暂跳跃，但能力不稳定且消耗巨大。,否,0,无固定阵营，常与奇异博士等魔法系英雄合作,奇异博士,3,神秘低调,DAYTRIPPER/AMANDA SE,0.0363211223694466,0.0004595723391121,12,0.7272,0.3262
DR. OCTOPUS/OTTO OCT,章鱼博士/奥托·奥克塔维斯,男,反派,科技,通过神经连接的机械触手，拥有超强力量、灵活性和远程操控能力，同时是天才核物理学家。,是,2,邪恶六人组,无,8,孤傲/偏执,DR. OCTOPUS/OTTO OCT,0.0361652377240841,0.0010029908490688,1,0.7183,0.181
CHARCOAL/CHARLIE BUR,木炭/查理·伯尔,男,反派,变异,身体可转化为高密度碳结构，具备超强防御力、力量及火焰抗性，并能发射碳碎片攻击。,否,0,无固定阵营,无,4,孤傲,CHARCOAL/CHARLIE BUR,0.0360093530787217,0.0004209183087029,8,0.7345,0.1775
RICTOR/JULIO ESTEBAN,震荡/胡里奥·埃斯特班,男,正派,变异,能够通过双手释放强大的地震波，引发局部地震或破坏性冲击波，并能感知地壳运动。,否,0,X战警,X教授,4,团队合作者,RICTOR/JULIO ESTEBAN,0.0358534684333593,0.0006458171870352,12,0.6954,0.313
VIPER II,毒蛇二世,女,反派,科技,精通武术和间谍技能，使用高科技装备如毒液注射器、能量鞭和伪装技术，无超自然能力。,否,0,九头蛇,无特定核心导师,4,孤傲,VIPER II,0.035385814497272,0.0009606974173446,8,0.7094,0.1498
SABRA/RUTH BAT-SERAP,萨布拉/露丝·巴特-塞拉普,女,正派,变异,通过以色列超级士兵计划获得超人类力量、速度、耐力、敏捷性和快速愈合能力。,否,0,以色列情报机构（摩萨德），曾与X战警合作,无明确核心导师,4,孤傲,SABRA/RUTH BAT-SERAP,0.0355416991426344,0.0006072655798128,0,0.527,0.5263
SKIN/ANGELO ESPINOSA,皮肤/安吉洛·埃斯皮诺萨,男,正派,变异,皮肤可拉伸、变形并硬化，能覆盖物体或作为武器，具有超强韧性和再生能力。,否,0,X战警,X教授,3,团队合作者,SKIN/ANGELO ESPINOSA,0.0355416991426344,0.001886309239293,12,0.7628,0.2763
PIP/PRINCE GOFERN,皮普/戈芬王子,男,正派,宇宙能量,拥有宇宙能量赋予的飞行、能量投射、超强力量与耐力，并能进行跨维度感知与旅行。,否,0,永恒族,萨卡,3,幽默风趣,PIP/PRINCE GOFERN,0.035385814497272,0.0003499690716864,7,0.531,0.3921
TRAPSTER/PETER PETRU,陷阱大师/彼得·佩特鲁,男,反派,科技,擅长制造和部署各种高科技陷阱、粘合剂、爆炸装置，无超能力但技术精湛。,否,0,邪恶大师,无明确核心导师,4,狡猾/技术宅/雇佣兵,TRAPSTER/PETER PETRU,0.0355416991426344,0.0005752582573013,1,0.7304,0.2061
WRECKER III/DIRK GAR,破坏者III/德克·加尔,男,反派,科技,使用高科技武器和装备进行破坏，拥有增强的力量和耐力，擅长使用能量武器和重型工具。,否,0,破坏者帮,无明确核心导师,5,团队合作,WRECKER III/DIRK GAR,0.0355416991426344,0.0002884730317346,6,0.6346,0.2368
DESTINY II/IRENE ADL,命运II/艾琳·阿德尔,女,反派,魔法,拥有预知未来的能力，通过魔法书《命运之书》窥视时间线，能预见并操纵事件走向。,否,0,地狱火俱乐部,塞勒涅,8,孤傲,DESTINY II/IRENE ADL,0.035385814497272,0.0005481941375175,12,0.6814,0.1322
GAMORA,卡魔拉,女,正派,变异/格斗,经过基因改造，拥有超人的力量、速度、敏捷和自愈能力，精通各种武器和格斗技巧。,是,4,银河护卫队,灭霸,6,孤傲/团队核心,GAMORA,0.0350740452065471,0.0002170009615055,7,0.5215,0.3644
PUPPET MASTER/PHILLI,傀儡大师/菲利普·马斯特斯,男,反派,科技/魔法,通过特殊黏土制作傀儡，能远程操控他人思想和行动，甚至控制超级英雄。,否,0,邪恶大师/九头蛇,无明确导师,6,孤傲/操控者,PUPPET MASTER/PHILLI,0.0350740452065471,0.0003607082083977,7,0.6011,0.1778
"BALLANTINE, KAYLA",凯拉·巴兰坦,女,正派,科技,作为神盾局特工，她精通高科技装备和战术格斗，擅长情报分析和秘密行动，没有超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,"BALLANTINE, KAYLA",0.0350740452065471,0.000739394027469,0,0.7073,0.3422
"JONES, GABE",加布·琼斯,男,正派,格斗,前美国陆军士兵，无超能力，但拥有出色的格斗技巧、军事战术和领导能力，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队核心,"JONES, GABE",0.0349181605611847,0.0006316155437151,0,0.6947,0.2991
TORPEDO III/BROCK JO,鱼雷III/布洛克·乔,男,反派,科技,穿戴高科技潜水服，具备水下高速移动、水下呼吸、增强力量及发射能量冲击波的能力。,否,0,无固定核心阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,TORPEDO III/BROCK JO,0.0349181605611847,0.0011822409837368,0,0.5438,0.1696
GLADIATOR II,角斗士二世,男,反派,变异,拥有超人的力量、速度、耐力和飞行能力，以及能量投射和热视线等攻击手段。,否,0,无固定阵营，常作为雇佣兵或反派出现,无明确导师,7,孤傲,GLADIATOR II,0.0346063912704598,0.0007110785324532,12,0.6269,0.0631
LONGSHOT,长射,男,正派,变异,拥有概率操控能力，能影响事件发生的可能性，使其偏向有利方向。同时具备超强敏捷、反射神经和投掷技巧。,否,0,X战警,魔形女,4,乐观冒险,LONGSHOT,0.0346063912704598,0.0037516867666666,12,0.683,0.3243
"HOGAN, HAROLD J. HAP",哈罗德·J·“快乐”·霍根,男,正派,格斗,无超能力，但具备专业级拳击手和保镖的格斗技巧、体能和战术素养。,是,约6部,斯塔克工业/神盾局关联人员,托尼·斯塔克（钢铁侠）,2,忠诚伙伴/幽默可靠,"HOGAN, HAROLD J. HAP",0.0344505066250974,0.000803291957136,0,0.7667,0.2624
